location,date,smuggling_incident,weather_condition,geopolitical_event,terrain_type,poverty_rate,distance_to_checkpoint,population_density
Border A,2022-04-18 15:49:37,0,clear,conflict,water_body,14.64363169981034,9.572748026478498,958.8514819560241
Border D,2021-05-10 15:23:58,0,fog,trade_dispute,forest,39.73350361417748,49.80286344206285,139.08778597375823
Border C,2021-05-23 02:12:07,0,clear,sanctions,muddy,12.40809616559627,23.181930798319893,353.5115353214586
Border A,2021-07-21 18:38:16,0,rain,none,forest,46.28591501646409,1.255725040466909,361.984554397531
Border C,2020-10-01 20:16:03,1,sunny,conflict,,28.02187468926914,25.2518377240713,491.91972520751284
Border D,2022-06-11 08:53:46,0,storm,none,flat,31.473362496818513,24.338545223635876,570.9515529252171
Border A,2022-07-02 05:09:57,1,storm,none,forest,31.100102971743805,45.59099969518913,281.7969233113036
Border D,2021-11-25 12:51:53,0,clear,trade_dispute,mountain,27.164506560325187,17.611019637773452,194.0196909003007
Border A,2021-01-07 07:26:07,1,fog,sanctions,flat,27.99631306094787,21.929711199847898,433.99919347241286
Border B,2022-07-18 17:22:53,1,rain,conflict,forest,44.79275966823319,21.47694172286979,609.6838424613755
Border D,2022-12-16 21:18:54,0,storm,trade_dispute,forest,13.905183597334114,38.33531379334299,650.79535185403
Border D,2020-03-22 20:58:09,1,clear,none,muddy,33.51510258533551,24.854753832462386,799.6098213086359
Border C,2020-01-24 20:35:27,0,fog,trade_dispute,muddy,37.180632544736284,45.034563762314875,379.98068523418794
Border C,2022-09-05 18:16:32,0,storm,none,muddy,30.148755688467368,14.843930968421866,83.59031334125864
Border A,2022-02-21 17:52:12,1,fog,trade_dispute,water_body,19.267544869012593,18.22272689542148,183.7845935336498
Border B,2020-11-30 22:44:42,1,fog,trade_dispute,forest,28.553626048948924,8.453918069265864,375.0457437626101
Border B,2021-10-16 05:31:38,0,rain,trade_dispute,water_body,24.325828151603332,19.19284868583211,730.8762475806806
Border A,2022-01-22 06:09:23,0,fog,none,forest,26.542417401138866,2.5340115085868957,143.2196578794561
Border D,2022-08-22 22:19:44,0,clear,conflict,forest,45.74536265223483,36.28271060055664,662.1782895359602
Border A,2020-02-22 01:19:44,1,clear,none,muddy,22.583452174205565,31.2576658731061,188.59673898123128
Border A,2020-01-28 13:34:47,0,storm,sanctions,mountain,5.938971808457502,33.389872640546045,284.2406426866251
Border C,2021-09-26 09:03:56,0,clear,conflict,forest,30.265105858501258,17.30614108184757,29.927201869366097
Border A,2020-02-27 02:07:53,1,clear,none,water_body,8.002852601535244,22.248636144452657,601.0762703528972
Border A,2022-06-29 04:46:38,1,clear,conflict,water_body,41.12987605478661,10.066500766706932,575.7042915645972
Border B,2021-09-10 19:58:31,0,rain,trade_dispute,muddy,39.19531713159742,21.525114381884165,910.8131314080046
Border C,2021-03-26 08:51:18,0,clear,trade_dispute,mountain,35.30097198677183,39.66099852859446,520.9582238903625
Border D,2021-08-26 21:37:11,0,rain,sanctions,forest,22.948768035164992,33.043435465761156,433.3190951330743
Border C,2021-11-19 14:18:44,1,storm,sanctions,water_body,29.17400004446483,36.55368271284839,787.8784739577588
Border B,2020-05-06 17:33:20,0,fog,conflict,flat,46.398994454787115,22.49698579010209,254.34816829672042
Border B,2021-06-16 16:58:42,0,rain,none,forest,40.83922485990658,29.880347135072796,776.5147206714595
Border D,2021-11-21 06:10:00,0,storm,sanctions,muddy,39.67524864777903,49.5898017578755,780.899155693428
Border D,2022-05-05 04:48:47,0,fog,none,muddy,16.07637578876964,19.294050243107616,226.2574523292356
Border B,2020-05-10 17:31:08,1,fog,sanctions,forest,46.445775176541986,13.599929099996373,87.69243680812436
Border B,2020-10-03 06:22:39,1,sunny,conflict,mountain,8.962747999347027,12.178738879586374,450.3888109143871
Border C,2021-12-15 22:32:41,0,rain,conflict,flat,8.760619014906673,30.79259679009287,933.7192024977574
Border D,2021-04-25 00:43:06,0,fog,none,muddy,28.410448712471535,7.658184847309817,44.04822553955027
Border A,2022-12-19 05:13:29,1,sunny,conflict,mountain,19.688557537947425,9.635064435093474,496.4339413884022
Border B,2020-10-13 06:13:39,0,fog,trade_dispute,forest,29.81721193451717,9.91383873743629,767.807737033877
Border B,2020-03-30 06:51:00,0,sunny,sanctions,muddy,32.95139778414601,44.558277133406904,325.2038121774183
Border B,2022-08-14 08:06:50,0,storm,sanctions,forest,43.11784049586552,38.260539382939676,900.7620371115102
Border B,2021-03-14 03:42:31,0,rain,none,water_body,29.725399180641688,29.833838332545625,859.8373665405866
Border D,2020-07-01 03:42:19,0,sunny,trade_dispute,muddy,20.952113677443045,23.815085938000728,105.50156587442876
Border C,2021-03-21 23:23:29,0,storm,conflict,forest,15.934773059940355,18.85161304682917,529.8956051399106
Border A,2020-08-13 18:45:57,1,clear,sanctions,forest,29.451714434696424,18.50729282277086,193.2192776320216
Border B,2022-02-23 02:46:48,0,rain,sanctions,water_body,47.70642531124791,16.029793253451704,636.6421280224371
Border A,2022-02-04 09:20:34,0,clear,conflict,mountain,22.610169188160594,38.486487148388754,849.0759571660489
Border A,2021-09-10 19:56:41,0,clear,trade_dispute,flat,5.898610720235645,11.144148736187766,738.699545272696
Border C,2020-10-29 02:20:47,0,clear,conflict,water_body,6.7272572537036215,10.233185105067745,986.0632798919079
Border D,2020-05-11 19:45:56,0,clear,trade_dispute,forest,31.200592775214023,6.076010270206378,544.5537915202405
Border D,2021-12-02 00:35:41,1,sunny,trade_dispute,forest,27.08106551769187,38.679566750241534,499.1824214078105
Border C,2022-06-21 03:17:59,0,fog,sanctions,water_body,26.746141931101675,47.921362472604145,501.641739875266
Border D,2021-04-11 01:22:30,1,rain,conflict,muddy,37.180443256479066,19.02109816306445,292.6532594194125
Border B,2021-08-12 16:58:02,0,rain,conflict,forest,16.384371164707474,16.666471755888047,322.8664266723375
Border C,2020-04-04 20:05:09,0,storm,trade_dispute,forest,10.943646652956502,34.74321713752664,380.761913126986
Border A,2020-03-29 01:49:59,1,clear,trade_dispute,flat,41.26929201336996,12.99569613819635,70.19166224355357
Border D,2020-08-10 17:47:20,0,clear,none,flat,34.5862178994155,41.754463159223796,351.77281398717827
Border B,2021-04-10 11:36:08,1,storm,trade_dispute,water_body,49.750711301716635,5.410283557032683,301.098850089244
Border B,2020-12-13 14:50:11,0,sunny,none,muddy,27.2781251444997,47.967154443071614,37.88823125570822
Border C,2022-02-11 22:44:15,0,sunny,trade_dispute,water_body,34.79368391953804,9.28201649257075,120.30454400381004
Border D,2021-06-19 05:36:16,1,storm,sanctions,flat,24.88247974362837,13.290438435329609,480.4969006151686
Border C,2022-03-10 14:44:26,0,sunny,conflict,water_body,46.776706846838024,39.0985724567648,787.0285978198685
Border B,2020-10-02 05:45:28,1,fog,sanctions,water_body,24.23663612004693,46.47837058821383,66.83851636757109
Border B,2020-04-25 01:56:01,0,sunny,trade_dispute,forest,14.355849003665835,7.531983399282238,345.5321665136094
Border A,2022-12-07 23:52:52,0,clear,conflict,mountain,30.429299048594743,15.101672957947764,179.24337221224897
Border A,2021-08-08 23:11:15,0,clear,trade_dispute,mountain,11.0439562505621,6.249296147913393,778.1668428323164
Border C,2022-07-15 08:43:21,1,fog,trade_dispute,flat,28.943687284909927,45.11234862564235,376.0550356359691
Border C,2022-08-18 12:06:45,1,fog,sanctions,mountain,5.530574610905225,35.56076416205841,188.98826152692584
Border C,2021-08-26 02:22:07,0,rain,sanctions,forest,44.81124484309602,38.733354317653635,856.2751385330937
Border B,2020-12-21 22:08:29,0,clear,none,mountain,44.05278832022739,23.324786285949163,821.1364382020591
Border C,2022-05-12 21:29:14,0,sunny,trade_dispute,mountain,39.97312083859056,48.59725200144518,29.184147698462926
Border B,2020-01-21 04:00:00,0,fog,conflict,water_body,24.695815867160196,40.67119190520063,962.2298353217917
Border B,2021-03-24 14:13:50,0,storm,none,mountain,46.5455719109091,18.5251735779833,537.8240070733107
Border C,2022-03-02 04:53:47,1,storm,trade_dispute,water_body,18.808607245122047,12.871736445031845,503.60869758231473
Border A,2020-12-20 07:31:25,0,rain,sanctions,forest,27.081090134572555,30.49150741501566,921.2109703105833
Border B,2022-05-13 13:31:51,1,sunny,sanctions,muddy,48.86710116079959,8.445149237395896,641.3422885377973
Border D,2022-04-06 05:48:31,0,sunny,conflict,mountain,48.25777800744997,22.00753421282257,679.1461003891355
Border D,2022-01-27 21:23:18,0,sunny,conflict,mountain,49.6993745758263,47.85132003960436,306.1686117638873
Border B,2020-01-07 16:13:31,1,clear,conflict,water_body,25.89057879901446,34.55057384378058,898.1658012191563
Border A,2020-07-02 23:18:45,1,fog,none,mountain,32.18437920037851,39.8668298462036,43.90914330812819
Border D,2021-07-26 22:13:37,0,storm,sanctions,mountain,49.68942554233601,38.245525944795176,779.7822373585547
Border A,2020-06-23 20:37:56,0,fog,sanctions,mountain,31.913575330209085,3.674227575942999,679.8370623465491
Border B,2021-02-07 21:21:52,1,sunny,sanctions,flat,45.21693497284346,42.930058178889674,931.8254985252061
Border B,2020-05-25 05:34:00,0,fog,conflict,water_body,33.89358033623121,30.4186420150509,487.5108168121949
Border D,2022-07-11 17:07:04,0,sunny,trade_dispute,water_body,7.2396049131833955,10.956158389920866,649.878889804336
Border B,2022-01-19 22:17:24,1,sunny,none,forest,35.633629485280125,2.8962746783364826,791.9441853761792
Border B,2021-03-16 14:54:12,1,fog,trade_dispute,mountain,14.268177786007172,11.836329717512918,389.44063615715015
Border C,2020-06-14 23:25:40,0,fog,conflict,water_body,18.634343997215304,37.49206906806896,651.9492991956323
Border A,2020-10-13 11:24:18,0,sunny,none,forest,27.128328534714797,2.041786726076052,678.9229172155541
Border A,2020-01-03 10:13:33,0,storm,sanctions,mountain,27.468794813870325,46.21716223016775,250.98516365670653
Border D,2021-10-22 23:51:04,1,rain,none,flat,19.05486506434145,21.252923649135298,924.038542089049
Border C,2021-04-15 10:07:51,0,clear,conflict,mountain,24.29831983897198,46.92414376123894,860.1364636750062
Border A,2021-09-10 12:10:06,0,fog,trade_dispute,water_body,20.261823304727248,25.17470827127728,722.3409072690662
Border B,2022-07-18 13:23:14,0,sunny,trade_dispute,forest,36.05909732626775,22.267233451805517,787.9741833898747
Border A,2022-03-16 10:46:45,0,storm,conflict,muddy,19.528253364842712,35.43036368527178,440.908005236944
Border B,2022-12-12 01:36:05,1,storm,sanctions,flat,5.611632109623356,3.229270442240548,558.6328548743736
Border C,2021-05-25 02:35:13,0,rain,none,flat,9.504893315982535,13.383645347963753,276.08493692851863
Border C,2020-02-21 23:43:21,1,rain,sanctions,mountain,26.080382613156225,3.759105936222661,407.5901854879835
Border B,2022-03-29 08:06:33,0,fog,sanctions,water_body,43.44635235836563,17.151199074169746,784.4628478465746
Border C,2020-02-14 13:02:31,0,rain,none,water_body,20.518923758742577,19.900179794036614,775.0666662914118
Border A,2021-01-22 14:39:24,0,storm,trade_dispute,muddy,33.42700481817387,48.37155361855623,671.2587384098028
Border A,2021-02-22 14:44:14,1,clear,none,mountain,21.020142358157074,15.913343761469806,771.2663929112367
Border B,2021-06-03 04:29:45,0,clear,sanctions,water_body,7.87891071357784,1.7134113745962982,915.1772002431824
Border B,2020-04-02 10:16:24,0,clear,none,muddy,13.397639538906029,44.144658526537526,883.0396676590732
Border D,2021-09-17 18:29:58,1,storm,trade_dispute,water_body,35.38149874280006,20.78954291458925,165.34885363847454
Border D,2022-12-05 05:19:11,0,sunny,trade_dispute,muddy,5.427474961062483,17.336658436650296,965.6228795343036
Border B,2020-03-26 17:31:27,1,fog,trade_dispute,muddy,8.813044249595034,27.982119187076098,533.8379458150209
Border B,2021-12-12 01:01:04,0,rain,conflict,flat,31.67387102046667,4.930322637886874,709.7164245730672
Border D,2021-01-12 19:39:50,0,storm,conflict,forest,31.63336404154404,38.05195578905588,311.4917439288592
Border C,2022-04-02 05:57:54,0,fog,conflict,water_body,21.762887693874738,7.883512569026845,144.06449390437558
Border B,2021-02-18 01:43:22,0,rain,none,muddy,12.912541954512479,29.497957860470095,359.0496508469535
Border D,2020-09-16 15:15:23,0,storm,none,forest,8.97743005159973,7.091936764348761,426.29960091465733
Border A,2020-01-23 11:30:09,0,clear,sanctions,water_body,16.86694937511483,47.64952768920811,424.1353143119089
Border C,2021-12-02 07:48:14,0,sunny,none,water_body,18.374870928815934,30.716150308712926,726.3832211163646
Border A,2021-06-28 03:35:03,0,storm,sanctions,flat,20.504278850611723,22.976360716536846,656.9532638279621
Border D,2022-03-26 07:17:16,1,sunny,none,forest,31.945072770586535,8.757955194121873,121.90836793769091
Border D,2022-12-30 10:25:17,1,sunny,none,mountain,8.87517303521212,3.764133347488448,927.4594342267617
Border C,2022-04-16 22:42:06,0,storm,conflict,flat,19.865027993101304,41.846421311834725,243.1299876346924
Border A,2022-08-31 02:29:56,0,clear,none,muddy,10.627136607391545,36.492457301160236,414.05816619996415
Border C,2021-07-13 16:54:20,0,clear,conflict,forest,37.492633232671054,39.45243576969342,458.2807343592625
Border C,2021-11-19 18:46:36,0,fog,conflict,forest,28.359497331935465,21.996506260636778,156.60090256650176
Border A,2021-09-10 05:19:40,0,fog,sanctions,flat,24.068652746691715,22.07838550386442,848.8494263212511
Border C,2020-05-15 07:09:58,0,fog,none,muddy,25.935066351770363,11.907929764130676,516.1418654267329
Border C,2021-12-10 18:50:28,0,rain,trade_dispute,forest,31.596696114768,5.703770002017533,822.2617135846133
Border D,2022-10-24 06:21:19,1,storm,conflict,flat,33.41115501652462,21.106114649190793,929.9332132049997
Border D,2021-06-28 03:22:01,0,fog,trade_dispute,mountain,12.317503403577252,23.617067017376772,30.525873222299236
Border C,2020-05-24 06:08:58,0,storm,conflict,forest,21.60862675581837,23.768044428250196,118.72343574521454
Border B,2021-11-08 04:24:00,0,fog,sanctions,mountain,14.132287352919443,49.235233816719884,429.8540220805097
Border A,2020-07-23 09:05:03,0,fog,conflict,muddy,5.362429087767694,30.39820594730122,220.57979459282015
Border D,2020-09-20 05:51:13,1,fog,none,forest,42.76757805949029,3.0714847322311574,498.8584910632553
Border C,2020-05-26 15:15:13,0,sunny,sanctions,forest,24.812651514019247,36.488176627685924,736.7923163993688
Border C,2021-09-06 19:53:27,1,fog,trade_dispute,mountain,44.79028710798215,43.24442137003129,580.7862688828069
Border B,2020-01-27 05:49:53,0,rain,none,mountain,21.723968278777637,31.347470617636297,659.3014606138803
Border A,2022-01-15 00:20:35,0,storm,conflict,muddy,27.71852183398665,35.71218888394009,970.1530344517278
Border D,2021-12-11 07:41:47,0,fog,none,water_body,9.723198498986381,43.570041954728616,913.956712511459
Border D,2021-07-07 23:02:44,1,sunny,none,flat,49.37097434188473,22.259713567542267,684.364170301304
Border B,2022-11-27 18:22:54,0,clear,none,forest,32.44741310309702,47.572075417480356,626.2852918149883
Border A,2022-03-10 08:25:15,0,rain,trade_dispute,flat,16.142478221411448,49.026151220512006,856.5823157268293
Border C,2022-10-28 16:58:50,0,clear,conflict,flat,14.530091529246961,37.40083149052087,184.08527911717948
Border B,2020-09-14 14:24:55,0,fog,trade_dispute,forest,24.25356845949525,45.59006057100216,353.27796883277375
Border B,2020-03-20 19:29:42,0,sunny,conflict,forest,14.245180284315087,36.409463620069715,342.40709742725
Border C,2020-05-17 02:18:14,0,fog,trade_dispute,mountain,8.491338008569794,25.020664448068317,577.3540640134515
Border C,2021-12-10 00:19:36,0,fog,trade_dispute,forest,9.01314020706986,41.696371128421866,142.60633697600514
Border D,2021-02-03 12:26:31,0,clear,trade_dispute,forest,33.88352324452025,38.86971293034637,807.8557233020941
Border D,2020-03-21 17:56:35,0,sunny,sanctions,forest,12.58317933881647,33.0518622675187,884.294891418426
Border D,2022-06-28 22:28:06,1,sunny,trade_dispute,muddy,16.977302189919527,7.196722357728309,481.71002710487625
Border D,2020-07-14 04:38:32,0,storm,sanctions,forest,22.45709334886855,2.8961367300661274,479.4737030809709
Border D,2020-05-28 21:04:12,0,storm,trade_dispute,flat,9.199824287493007,45.047666360166,717.0122760129403
Border B,2020-09-02 21:56:40,0,fog,conflict,water_body,9.009655406700716,16.923748649538567,636.9924473932042
Border B,2021-12-16 20:59:26,0,sunny,trade_dispute,water_body,19.393088606858093,10.663349306142758,812.0336120836652
Border D,2020-01-24 22:12:22,0,rain,conflict,forest,31.592170544046095,2.5651435945490837,779.6977760549474
Border A,2020-06-07 02:28:00,0,sunny,trade_dispute,water_body,31.406485488359852,25.18907308763839,514.71344262029
Border B,2022-02-15 01:07:47,1,storm,trade_dispute,flat,35.964786899848775,12.317719768628795,679.444751687353
Border A,2022-02-10 16:42:37,1,storm,conflict,muddy,20.622479127442197,20.081557486655484,859.3709363762915
Border B,2020-02-18 02:32:05,1,clear,conflict,flat,34.74770754797899,12.108304240129755,75.5366789061914
Border A,2021-10-23 23:44:33,1,rain,trade_dispute,muddy,38.007799341271465,42.79386577366678,413.1793078697155
Border B,2020-11-21 09:34:12,0,rain,trade_dispute,muddy,41.88617683100625,47.863925275736904,51.61938459037283
Border C,2022-07-27 05:31:44,0,,conflict,flat,42.99159765488292,4.807821696510503,245.61031366785488
Border A,2022-09-09 19:24:16,1,storm,none,water_body,36.769816959724906,33.2473991006519,752.943827553674
Border D,2022-01-25 00:58:12,0,storm,sanctions,forest,37.565754807518275,13.597133716617613,795.1454359228169
Border D,2020-07-25 06:25:27,1,storm,none,water_body,26.22778305190539,20.138844771616633,796.5959394029006
Border D,2021-07-12 20:31:47,1,storm,trade_dispute,water_body,49.24942473183029,11.965637263901144,374.2475713783399
Border D,2022-03-18 11:55:02,1,sunny,conflict,water_body,48.157491454822534,43.16029823181808,720.9728546265346
Border C,2021-12-28 14:19:10,0,storm,trade_dispute,water_body,13.051704116160378,19.282935270189352,969.5895948047792
Border D,2021-09-23 06:57:03,1,fog,conflict,forest,44.05382814491263,31.621280261736022,896.394881093264
Border B,2020-10-17 16:13:59,0,sunny,trade_dispute,mountain,32.9185324932339,34.9331257794823,293.78319219260123
Border C,2020-01-10 11:47:23,0,fog,trade_dispute,flat,17.80426347491872,11.630077930642374,466.2889307463147
Border B,2022-05-09 21:04:45,0,rain,none,mountain,28.450213653339215,40.29562541851741,97.31096672668365
Border A,2022-01-12 13:37:57,0,clear,sanctions,muddy,30.533800269321784,22.34094164206859,660.7118213644113
Border B,2022-10-20 15:07:01,0,sunny,conflict,muddy,41.14400114776308,12.622195811483039,570.9863131980517
Border D,2021-08-01 09:59:58,0,fog,sanctions,mountain,6.689650612005691,7.263004949345532,468.0795493745423
Border B,2021-11-29 21:32:14,1,storm,trade_dispute,flat,5.567562346230284,30.355166349972144,865.4775958754227
Border A,2021-09-11 19:13:28,1,fog,conflict,forest,21.598025462557544,1.6974073141740287,855.8260175460533
Border A,2020-01-20 19:01:56,0,storm,sanctions,muddy,11.95285757502208,7.316287623708286,865.5534558098639
Border B,2020-09-11 08:02:02,0,clear,trade_dispute,muddy,27.935280820449094,41.5948354273591,919.1354345208996
Border D,2021-03-29 08:33:50,0,storm,trade_dispute,forest,6.806727001362402,1.092885089614748,873.5405709157179
Border A,2020-08-12 13:12:10,0,storm,sanctions,water_body,7.775289814965371,34.73807464150449,380.20057226932676
Border A,2020-04-14 09:43:19,1,storm,sanctions,mountain,41.61466866135993,31.09758002463073,749.7653113559223
Border B,2022-01-17 19:41:20,0,sunny,sanctions,forest,42.72090578849922,19.126734088716518,222.1392232841217
Border C,2021-11-27 08:02:36,0,clear,sanctions,water_body,8.423886537126924,16.675102848045217,762.5984338827233
Border D,2022-11-11 01:52:03,1,storm,none,water_body,42.970310170695384,41.37467468781416,791.6737217867267
Border A,2020-08-16 07:58:18,0,clear,none,muddy,29.123869009163283,24.64302271172954,875.1015030549356
Border C,2020-09-02 08:32:02,0,fog,sanctions,forest,23.771315688658287,2.276788728898171,370.30151524736476
Border B,2020-12-10 11:28:01,0,clear,conflict,forest,25.648785154641224,20.68845672532963,815.7567072619509
Border B,2021-10-03 03:33:29,0,storm,sanctions,forest,14.63991604148054,7.067200154876435,556.124102516328
Border D,2020-06-18 00:42:14,1,clear,none,water_body,13.196501088506539,17.17391243212853,114.10314874819409
Border B,2020-02-21 21:32:41,1,fog,none,flat,31.71815380891726,5.502222253081214,523.8660309991617
Border B,2021-11-17 13:20:14,0,fog,none,water_body,49.40382376078482,46.92159310909404,945.1870841687236
Border B,2021-12-17 19:09:36,0,fog,conflict,flat,20.00007446247217,49.8949796110813,768.7712891152285
Border B,2020-02-17 11:09:44,0,fog,conflict,mountain,36.72621018501612,38.35672091371174,315.6113645154446
Border D,2021-04-14 15:25:46,1,clear,none,muddy,48.444996590177055,4.632302353361625,122.99914062178911
Border B,2020-07-14 18:50:57,0,storm,trade_dispute,mountain,24.561782647869897,33.059839911122495,566.2706637456062
Border B,2020-07-18 21:01:22,0,clear,none,water_body,10.314444414410094,18.551387977573793,114.32781379551298
Border A,2022-03-19 12:50:26,0,fog,trade_dispute,flat,10.780844591640284,25.33792886760363,326.8922942929286
Border D,2022-06-28 14:40:22,0,sunny,none,flat,36.438256061656354,3.1251749810151583,176.5360665989077
Border C,2021-09-03 18:42:57,0,clear,none,forest,35.49877709997223,17.313610809281702,59.292123637676696
Border C,2020-08-27 09:51:18,1,storm,none,forest,5.048931835671438,19.658731514914507,804.2187599183441
Border A,2022-02-09 15:07:37,0,sunny,trade_dispute,forest,14.873682818459484,35.469170227533105,81.29153250517655
Border D,2020-12-24 16:26:45,0,storm,conflict,mountain,44.56296970247284,38.04163346104504,29.8794917052166
Border A,2020-08-07 20:42:18,0,fog,trade_dispute,forest,44.088278537958715,41.851476785856356,866.2253242115212
Border C,2020-10-14 19:21:54,0,storm,sanctions,forest,42.47965331302986,42.88760158771942,478.2635858414226
Border A,2021-05-25 02:41:18,1,storm,sanctions,muddy,43.094501601916534,19.870439704311668,918.6924224783654
Border A,2020-03-07 00:43:18,0,storm,none,water_body,37.31204939228434,33.581513252042406,929.2248141473069
Border A,2022-05-27 08:33:34,0,clear,none,water_body,25.95198536408171,12.952193334815961,617.8941712664946
Border A,2020-08-25 15:28:45,1,storm,trade_dispute,flat,33.186268739408945,16.251392261261042,714.5300087830105
Border A,2021-01-14 19:04:21,0,storm,trade_dispute,muddy,44.63177667516713,45.669353329260055,801.6969337202677
Border D,2022-12-26 13:57:41,1,fog,sanctions,muddy,24.235416907299896,23.23859235215078,327.23501948415225
Border A,2022-06-05 11:44:27,1,fog,none,water_body,47.230841055000965,12.806643793949737,974.1048244366381
Border D,2020-02-01 23:19:40,0,clear,sanctions,mountain,17.95066582582426,48.2258822877184,363.47197820629225
Border C,2021-12-28 11:00:13,0,fog,none,muddy,31.273784552198197,31.017918470784295,696.1529809585262
Border B,2021-02-11 02:36:54,1,sunny,sanctions,forest,42.92003317890783,25.635932978208444,910.4827686333482
Border B,2020-02-29 04:06:14,0,rain,sanctions,mountain,27.02487030041373,17.5301021016544,584.5673114407892
Border D,2022-09-24 01:36:11,1,fog,trade_dispute,water_body,40.749328671319915,16.347512690694092,524.8109263295249
Border B,2022-03-23 17:45:42,1,fog,trade_dispute,forest,49.67404179114202,30.678861042941172,267.87118456760476
Border C,2021-12-17 19:00:30,0,storm,conflict,muddy,15.451899040906982,17.916657121675712,218.5784646822609
Border C,2021-10-12 07:45:55,0,storm,trade_dispute,muddy,28.155840514514757,45.68810663140333,536.4697532510764
Border B,2021-12-18 11:52:40,0,clear,sanctions,flat,19.885349605606784,45.968609515234675,983.7621347776784
Border D,2022-11-30 20:04:46,0,sunny,sanctions,muddy,24.012605820165646,47.67103152299272,916.4501569682025
Border D,2022-12-27 21:39:01,0,sunny,conflict,muddy,45.947296591545935,12.643571989629404,555.4772351775614
Border A,2022-12-17 17:01:51,0,storm,none,forest,8.469388700213253,40.48989990601448,870.3279671229375
Border A,2021-11-07 10:06:02,0,sunny,trade_dispute,forest,35.6734716250665,7.788945142174523,514.879402198395
Border A,2021-12-14 20:45:56,0,storm,conflict,forest,32.37536404587255,6.436432284056599,466.2176836101154
Border A,2021-05-13 14:37:02,0,fog,trade_dispute,forest,22.449356075856226,30.471958867779332,416.8589123204633
Border D,2021-05-19 08:29:44,0,rain,conflict,flat,13.423432432230124,10.608718411962023,748.4779058553256
Border D,2020-05-27 09:04:56,1,fog,none,muddy,40.95616053311349,28.428772774426967,628.2800905125353
Border A,2022-10-20 12:43:29,1,clear,conflict,water_body,43.58902485652173,24.57208131973464,441.28977880365255
Border B,2020-07-16 22:20:08,0,fog,trade_dispute,forest,36.99867993186629,3.019534861394626,948.9795249139393
Border C,2021-04-01 12:58:25,0,storm,conflict,forest,28.25300757232445,42.36441854921533,669.8399977641116
Border A,2020-06-10 03:33:32,0,storm,trade_dispute,mountain,46.61741848685644,42.481087757737086,516.8016753060054
Border A,2020-09-28 20:01:16,0,rain,trade_dispute,forest,31.265303333915334,17.3939043017026,301.39135516995935
Border D,2022-06-03 02:29:32,0,storm,sanctions,mountain,12.544273680704567,47.06774179219277,81.77694218660369
Border D,2022-11-11 12:52:36,0,clear,none,mountain,16.486662134444785,6.137040435553063,411.6882711152509
Border A,2022-05-28 15:27:19,0,clear,conflict,muddy,20.13792794151003,48.39503683407555,343.2454598141833
Border C,2021-07-14 04:42:04,0,fog,conflict,forest,14.751436382058507,31.714524348431006,663.3844404535971
Border D,2022-01-14 15:43:14,1,rain,conflict,muddy,33.5722098934366,1.5641762915452733,695.0684252541054
Border C,2021-06-29 09:20:50,0,sunny,sanctions,muddy,31.220779662540494,15.287868060891784,531.672770888433
Border A,2022-03-31 21:53:08,0,sunny,trade_dispute,water_body,38.09858933204188,42.3197849918488,526.5637068318134
Border B,2022-03-31 15:34:28,0,storm,trade_dispute,flat,38.53611449626945,47.09763546249925,246.79116879103026
Border A,2020-11-12 06:23:03,0,rain,none,water_body,39.78017190071027,30.113986809318924,594.0256449238323
Border B,2022-12-18 06:27:16,0,fog,none,water_body,36.83285172057623,45.07516902379473,655.9250172025305
Border C,2022-11-24 23:21:05,0,rain,sanctions,flat,23.607028650197655,29.63494248871595,860.4501726741676
Border D,2020-05-12 06:49:56,1,storm,sanctions,water_body,27.801626817909614,18.81424179848771,459.2538577516188
Border C,2021-04-18 16:07:04,1,sunny,conflict,forest,49.67687983856139,22.19718559610232,654.2273721657483
Border C,2021-01-07 07:33:14,1,rain,conflict,flat,27.414962528508468,22.770705445136418,569.6058253193315
Border D,2022-05-01 18:52:47,0,storm,conflict,forest,30.62245913342486,9.64324555628985,195.32506591083742
Border D,2022-03-04 09:34:46,1,sunny,none,flat,40.79841384023625,30.986009481423327,34.703224330782064
Border A,2021-03-20 14:07:18,0,fog,trade_dispute,muddy,33.445185002116176,5.177708223269143,982.3588338811459
Border C,2021-09-17 14:39:41,1,storm,trade_dispute,water_body,26.40727980689216,44.27169230964942,142.0511066198385
Border B,2021-06-03 20:57:16,0,sunny,sanctions,muddy,32.6103294221344,49.38055339410173,322.98524826008685
Border C,2021-10-18 09:30:15,0,rain,sanctions,mountain,23.09663477992893,11.610609430744384,512.633655943094
Border C,2020-01-08 19:24:42,0,rain,conflict,water_body,45.74704185602636,24.176825393658323,756.0517933219616
Border B,2021-05-21 11:04:21,1,fog,conflict,muddy,10.593957413284247,46.83495235365646,600.5331282589891
Border C,2021-02-25 11:38:28,1,sunny,conflict,water_body,46.47105292036538,38.612088184815335,759.7553369621824
Border A,2022-06-24 14:59:54,0,sunny,conflict,forest,17.18753426952256,32.61532474219065,535.8143352727778
Border D,2021-12-01 16:37:35,0,sunny,conflict,forest,37.641549692434126,26.496360016779583,944.2914214064918
Border D,2021-06-29 09:20:08,1,clear,trade_dispute,flat,18.713545964267944,28.379378680070772,567.3292139426884
Border B,2022-12-05 10:13:13,0,clear,none,forest,49.62660844412851,46.17948829617882,820.1248858925262
